_id,SchoolYear,HBR,HBRQF,ValidReviews,EpiUnderweight,LCIEpiUnderweight,UCIEpiUnderweight,EpiHealthyWeight,LCIEpiHealthyWeight,UCIEpiHealthyWeight,EpiOverweight,LCIEpiOverweight,UCIEpiOverweight,EpiObese,LCIEpiObese,UCIEpiObese,EpiOverweightAndObese,LCIEpiOverweightAndObese,UCIEpiOverweightAndObese
19,2003/04,S08000016, ,1019,0.00883218842001963,0.006749744611243,0.0109146322287963,0.762512266928361,0.753040968032646,0.771983565824076,0.14720314033366,0.13931732018955,0.155088960477771,0.0814524043179588,0.075364492957945,0.0875403156779726,0.228655544651619,0.219308365137715,0.238002724165523
20,2004/05,S08000016, ,1132,0.0123674911660777,0.0110946856900756,0.0136402966420799,0.734982332155477,0.729899574466639,0.740065089844315,0.143992932862191,0.13994966227785,0.148036203446531,0.108657243816254,0.105073183957777,0.112241303674732,0.252650176678445,0.247645853903517,0.257654499453373
21,2005/06,S08000016, ,1119,0.0116175156389634,0.00984349809932878,0.0133915331785979,0.77390527256479,0.766980143428315,0.780830401701266,0.105451295799821,0.100366579669594,0.110536011930048,0.109025915996425,0.103866076836407,0.114185755156444,0.214477211796247,0.207681910335966,0.221272513256528
22,2006/07,S08000016, ,1103,0.00453309156844968,0.00380015151379836,0.005266031623101,0.778785131459655,0.774256429093297,0.783313833826014,0.123300090661831,0.119712813148141,0.126887368175522,0.0933816863100635,0.0902069994361745,0.0965563731839525,0.216681776971895,0.212186689930221,0.221176864013568
23,2007/08,S08000016, ,1070,0.00934579439252336,0.0075631536797038,0.0111284351053429,0.798130841121495,0.790694373365349,0.805567308877642,0.104672897196262,0.0990013355862535,0.11034445880627,0.0878504672897196,0.082606020010652,0.0930949145687873,0.192523364485981,0.185218681552567,0.199828047419396
24,2008/09,S08000016, ,1062,0.00941619585687382,0.00790524131770633,0.0109271503960413,0.777777777777778,0.771273642687428,0.784281912868127,0.126177024482109,0.120982211525118,0.131371837439101,0.0866290018832392,0.082228286224645,0.0910297175418333,0.212806026365348,0.20640277005615,0.219209282674547
25,2009/10,S08000016, ,1140,0.0131578947368421,0.0116435012748754,0.0146722881988088,0.75,0.744245304844527,0.755754695155473,0.142105263157895,0.137464987616374,0.146745538699416,0.0947368421052632,0.0908448803710282,0.0986288038394982,0.236842105263158,0.231191976521045,0.242492234005271
26,2010/11,S08000016, ,1076,0.0148698884758364,0.0128191642611626,0.0169206126905103,0.785315985130112,0.778358878175579,0.792273092084644,0.116171003717472,0.11074175671113,0.121600250723815,0.0836431226765799,0.078952245651123,0.0883339997020369,0.199814126394052,0.193039035262556,0.206589217525548
27,2011/12,S08000016, ,1133,0.00353045013239188,0.00290802511427051,0.00415287515051325,0.766990291262136,0.76255398085829,0.771426601665982,0.139452780229479,0.135817474630629,0.14308808582833,0.0900264783759929,0.0870228963793466,0.0930300603726393,0.229479258605472,0.22506656401956,0.233891953191384
28,2012/13,S08000016, ,1150,0.00347826086956522,0.00284664931984143,0.00410987241928901,0.794782608695652,0.790449926267046,0.799115291124259,0.117391304347826,0.113938057183471,0.120844551512181,0.0843478260869565,0.0813663741596022,0.0873292780143108,0.201739130434783,0.197433932814596,0.206044328054969
29,2013/14,S08000016, ,1107,0.00542005420054201,0.00422750159482473,0.00661260680625929,0.771454381210479,0.764634175768226,0.778274586652731,0.130984643179765,0.125504652774008,0.136464633585523,0.0921409214092141,0.0874431554375762,0.096838687380852,0.223125564588979,0.216363085063051,0.229888044114907
30,2014/15,S08000016, ,1103,0.0099728014505893,0.00821349440533329,0.0117321084958453,0.783318223028105,0.776023819216247,0.790612626839963,0.113327289211242,0.107714762589506,0.118939815832978,0.0933816863100635,0.0882299622567445,0.0985334103633825,0.206708975521306,0.199539202120363,0.213878748922248
31,2015/16,S08000016, ,1086,0.00736648250460405,0.00626891178872847,0.00846405322047963,0.786372007366483,0.781111216166718,0.791632798566247,0.111418047882136,0.10737941405015,0.115456681714123,0.0948434622467772,0.0910827205222636,0.0986042039712907,0.206261510128913,0.201068062227298,0.211454958030529
